isbn,series,language,publisher,price,title,subtitle,authors,categories,published_year,average_rating,num_pages,ratings_count
9780385339087.00,,English,Delta,3.16,The Client,,John Grisham,Fiction,2005,3.99,483,351882
9780679776819.00,French Trilogy #2,English,Vintage International,3.33,Birdsong,,Sebastian Faulks,Fiction,1997,4.08,483,55388
9780552154284.00,Discworld #20,English,Corgi,4.55,Hogfather,,Terry Pratchett,Christmas,2006,4.24,432,56929
9780143038108.00,,English,Penguin Group,5.26,The Kitchen God's Wife,,Amy Tan,Fiction,2006,4,416,64285
9780192838995.00,,English,Oxford University Press,3.91,Eugene Onegin,A Novel in Verse,Alexander Pushkin;James E. Falen,Fiction,1998,4.09,240,39511
9780586217832.00,The Riftwar Saga #1-2,English,HarperCollins,3.11,Magician,,Raymond E. Feist,Adventure stories,1993,4.33,681,49332
9780151010264.00,,English,Houghton Mifflin Harcourt,19.76,Animal Farm and 1984,,George Orwell,Fiction,2003,4.28,400,140015
9780671741037.00,,English,Pocket Books,9.93,Swan Song,,Robert McCammon,Fiction,1987,4.28,956,44348
9780156453806.00,,English,Harcourt,4.53,Invisible Cities,,Italo Calvino,Fiction,1978,4.17,165,39058
9781581345285.00,Darkness #1,English,Crossway Books,11.41,This Present Darkness,,Frank E. Peretti,Fiction,2003,4.23,376,82841
9780425190371.00,Practical Magic #1,English,Penguin,13.69,Practical Magic,,Alice Hoffman,Fiction,2003,3.79,286,49141
9780345418906.00,The Hitchhiker's Guide to the Galaxy #3,English,Del Rey,5.95,"Life, the Universe and Everything",,Douglas Adams,Fiction,1982,4.2,224,158946
9780575076815.00,,English,Gollancz,3.45,A Scanner Darkly,,Philip K. Dick,Detective and mystery stories,2006,4.02,219,65288
9780743466523.00,,English,Pocket Books,3.16,Fall on Your Knees,,Ann-Marie MacDonald,Fiction,2002,3.96,672,54468
9780060590277.00,Grim Reaper #1,English,William Morrow,2.87,A Dirty Job,A Novel,Christopher Moore,Fiction,2006,4.07,387,88016
9780553213973.00,Extraordinary Voyages #3,English,Bantam,3.47,Journey To The Center Of The Earth,,Jules Verne,Fiction,2006,3.85,240,101764
9780060913076.00,,English,Harper Perennial,3.9,The Crying of Lot 49,,Thomas Pynchon,Fiction,1966,3.7,152,54061
9780156949606.00,,English,Harvest Books,6.76,The Waves,,Virginia Woolf,Experimental fiction,1959,4.14,297,19210
9781573225786.00,,English,Riverhead Books,1.62,The Color of Water,A Black Man's Tribute to His White Mother,James McBride,Biography & Autobiography,1997,4.08,291,89841
9780060776091.00,,English,Harper Perennial Modern Classics,14.57,Brave New World and Brave New World Revisited,,Aldous Huxley,Fiction,2005,4.16,340,123044
9780141183534.00,,English,Penguin Books,1.85,A Room of One's Own,,Virginia Woolf,Fiction,2002,4.13,112,73875
9780763625290.00,,English,Candlewick Press,3.35,The Kate DiCamillo Collection,,Kate DiCamillo,Animals,2010,4.03,267,134961
9781400034710.00,,English,Vintage,2.9,Chronicle of a Death Foretold,A Novel,Gabriel Garcia Marquez,Fiction,2003,3.96,120,65713
9780553813951.00,,English,Warner Books,3.79,Nights in Rodanthe,,Nicholas Sparks,Divorced people,2003,3.83,222,137905
9780143039020.00,,English,Penguin Classics Deluxe Editions,4.68,The quiet American,,Graham Greene;Robert Stone,Fiction,1955,3.97,180,35497
9781580495868.00,,English,"Clayton, Del. : Prestwick House Literary Touchstone Classics,",3.1,The Red Badge of Courage,,Stephen Crane,Juvenile Nonfiction,2004,3.23,170,74477
9780765305114.00,The Wheel of Time #3,English,Tor Books,1.86,The Dragon Reborn,Book Three of 'The Wheel of Time',Robert Jordan,Fiction,2002,4.25,624,171922
9780451155757.00,,English,Signet/New American Library,5.46,The Dead Zone,,Stephen King,Fiction,1980,3.92,402,145883
9780312278496.00,,English,Picador,6.95,The Glass Bead Game,(Magister Ludi) A Novel,Hermann Hesse,Fiction,2002,4.11,558,24035
9780385339704.00,,English,Delta,14.49,The Pelican Brief,,John Grisham,Fiction,2006,3.98,400,323142
9780374529260.00,,English,"Farrar, Straus and Giroux",7.07,Memoirs of Hadrian,,Marguerite Yourcenar;Grace Frick,Fiction,2005,4.25,347,9904
9780375703867.00,,English,Vintage,2.49,White Teeth,A Novel,Zadie Smith,FICTION,2000,3.76,448,96220
9780613371650.00,The Princess Diaries #1,English,Turtleback,3.72,The Princess Diaries,,Meg Cabot,Juvenile Fiction,2001,3.78,283,210665
9780312270827.00,,English,Picador USA,3.17,The Satanic Verses,A Novel,Salman Rushdie,Fiction,2000,3.71,561,41709
9780140447897.00,,English,Penguin,4.62,Metamorphosis,,Ovid;David Raeburn,Fiction,2004,4.05,723,46550
9780312321185.00,Darcy & Rachel #1,English,St. Martin's Press,3.17,Something Borrowed,,Emily Giffin,Fiction,2004,3.84,322,439930
9780553380965.00,,English,Spectra,1.12,The Diamond Age,,Neal Stephenson,Fiction,2000,4.19,499,68751
9780517092910.00,Andersen Masalları #3,English,Gramercy Books,3.54,The Complete Hans Christian Andersen Fairy Tales,,Hans Christian Andersen,Juvenile Fiction,1984,4.28,803,95929
9781932416640.00,,English,McSweeney's,3.74,What is the what,The Autobiography of Valentino Achak Deng : a Novel,Dave Eggers,Fiction,2006,4.16,475,64088
9781400032822.00,,English,Anchor,3.14,Haunted,,Chuck Palahniuk,Fiction,2006,3.59,419,75255
9780689852237.00,Matteo Alacran #1,English,Atheneum Books for Young Readers,2.86,The House of the Scorpion,,Nancy Farmer,Young Adult Fiction,2004,4.1,380,68128
9780670032563.00,The Dark Tower #3,English,Viking Adult,80.77,The New Spirit,,Havelock Ellis,,1970,4.24,422,138227
9780451208644.00,,English,Berkley Books,11.67,Black Like Me,,John Howard Griffin,Biography & Autobiography,1996,4.13,208,52092
9780099478447.00,,English,Vintage Classics,3.26,The End of the Affair,,Graham Greene,Adultery,2004,3.94,160,36230
9780679721031.00,,English,Vintage,6.83,Hiroshima,,John Hersey,History,1989,3.96,152,49487
9780091883768.00,,English,Vermilion,1.41,Who Moved My Cheese?,An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,Self-Help,2002,3.78,96,288074
9780060510862.00,The Forever War #1,English,Voyager,4.37,The Forever War,,Joe Haldeman,Fiction,2003,4.15,278,103375
9780192840509.00,,English,Oxford University Press,7.86,Aesop's Fables,,Laura Gibbs,Fiction,2002,4.05,306,95008
9780006479673.00,Tracy Whitney #1,English,"William Morrow and Co., Inc.",3.43,If Tomorrow Comes,,Sidney Sheldon,Adventure stories,1994,4.04,501,49170
9780312330866.00,All Creatures Great and Small #3-4,English,St. Martin's Griffin,6.55,All Things Bright and Beautiful,,James Herriot,Biography & Autobiography,2004,4.31,378,60280
9780812513738.00,The Wheel of Time #4,English,Tom Doherty Tor Fantasy,5.15,The Shadow Rising,Book Four of 'The Wheel of Time',Robert Jordan,Fiction,1993,4.23,1007,137790
9780679781493.00,,English,Vintage Books,3.48,Less Than Zero,,Bret Easton Ellis,Fiction,1998,3.58,208,51555
9780763625894.00,,English,Candlewick Press,5.04,The Miraculous Journey of Edward Tulane,,Kate DiCamillo,Juvenile Fiction,2006,4.36,200,62334
9780552152952.00,Discworld #11,English,Corgi,8.97,Reaper Man,,Terry Pratchett,Discworld (Imaginary place),2005,4.29,352,59901
9780486431680.00,,English,Dover Publications,8.28,Hunger,,Knut Hamsun;George Egerton,Biography & Autobiography,2003,4.06,134,26016
9780007127740.00,,English,Voyager Classics / Harper Collins,26.41,The illustrated man,,Ray Bradbury,Fiction,2002,4.14,186,56781
9781577314806.00,,English,New World Library,9.11,The Power of Now,A Guide to Spiritual Enlightenment,Eckhart Tolle,"Body, Mind & Spirit",2004,4.13,229,140443
9780689707490.00,Cloudy with a Chance of Meatballs #1,English,Atheneum Books for Young Readers,4.37,Cloudy With a Chance of Meatballs,,Judi Barrett,Juvenile Fiction,1982,4.16,32,114747
9781563892271.00,The Sandman #1,English,Vertigo,43.89,Preludes and Nocturnes,,Neil Gaiman;Sam Kieth;Mike Dringenberg;Todd Klein;Danny Vozzo,Comics & Graphic Novels,1991,4.25,233,158629
9780451528520.00,,English,Signet Classics,5.68,The Invisible Man,,Herbert George Wells,Fiction,2002,3.63,192,101659
9781573221115.00,,English,Riverhead Hardcover,4.35,The Art of Happiness,A Handbook for Living,Dalai Lama XIV Bstan-ʼdzin-rgya-mtsho;Howard C. Cutler,Religion,1998,4.16,336,75417
9780140448078.00,,English,Penguin Classics,5.46,Dead Souls,,Nikolay Gogol,Fiction,2004,3.99,512,45903
9780671743055.00,,English,Pocket Books,5.34,Boy's Life,,Robert McCammon,Fiction,1992,4.35,580,17365
9780061177590.00,,English,Ecco,4.17,Women,,Charles Bukowski,Fiction,2007,3.87,291,49265
9780380809066.00,The Chronicles of Amber #1-10 ,English,Avon-Eos,18,The Great Book of Amber,"The Complete Amber Chronicles, 1-10",Roger Zelazny,Fiction,1999,4.3,1258,22974
9780061120251.00,Del Valle Family #1,English,Harper Perennial,6.45,Daughter of Fortune,A Novel,Isabel Allende,Fiction,2006,3.9,432,95447
9780099771814.00,Complete Nathan Zuckerman #6,English,Vintage,3.11,American Pastoral,,Philip Roth,American literature,1998,3.92,432,44929
9780141026282.00,,English,Penguin Books Limited,2.41,The Epic of Gilgamesh,,,Fiction,2006,3.67,120,51735
9780618084746.00,,English,Mariner Books,3.65,The Heart is a Lonely Hunter,,Carson McCullers,Fiction,2000,3.98,359,75018
9780345409461.00,,English,Ballantine Books,15.19,The demon-haunted world,science as a candle in the dark,Carl Sagan,"Body, Mind & Spirit",1996,4.27,459,47399
9780140153170.00,Alexandria Quartet #1-4,English,Penguin Books,22.77,ALEXANDRIA QUARTET,JUSTINE/BALTHAZAR/MOUNTOLIVE/CLEA/BOXED SET,LAWRENCE DURRELL,,1991,4.17,884,9842
9780006472612.00,The Game #1,English,Harper Collins Publisher,3.11,Master of the Game,,Sidney Sheldon,Adventure stories,1982,4.11,489,43540
9780060012380.00,Discworld #30,English,HarperTrophy,9.83,The Wee Free Men,,Terry Pratchett,Juvenile Fiction,2004,4.27,390,72982
9780142437308.00,,English,Penguin Books,4.97,The Power and the Glory,,Graham Greene,Fiction,2003,3.99,222,24309
9780822219002.00,,English,Dramatist's Play Service,6.62,Franz Kafka's The Castle,,David Fishelson;Aaron Leichter,Drama,2001,4.07,59,26629
9780684852560.00,,English,Simon Schuster,5.92,The Last Temptation of Christ,,Nikos Kazantzakis,Fiction,1998,4.16,506,8672
9780060852559.00,,English,HarperCollins Publishers,3.28,"Animal, Vegetable, Miracle",A Year of Food Life,Barbara Kingsolver;Camille Kingsolver;Steven L. Hopp,Biography & Autobiography,2007,4.04,370,86130
9780451188458.00,Lincoln Rhyme #1,English,Signet Book,3.04,The Bone Collector,,Jeffery Deaver,Fiction,1998,4.19,528,132188
9781400044160.00,,English,Knopf,16.76,Half of a Yellow Sun,,Chimamanda Ngozi Adichie,Fiction,2006,4.31,433,63910
9780743464116.00,,English,Simon & Schuster; Media Tie-In edition,5.39,Band of Brothers,"E Company, 506th Regiment, 101st Airborne from Normandy to Hitler''s Eagle''s Nest",Stephen E. Ambrose,History,2002,4.43,432,77632
9780618249060.00,,English,Mariner Books,7.57,Silent Spring,,Rachel Carson,Nature,2002,3.97,378,28033
9780385732567.00,The Giver #2,English,Delacorte Press,5.26,Gathering Blue,,Lois Lowry,Juvenile Fiction,2006,3.81,240,127855
9780060085490.00,,English,Harper Perennial Classics,12.8,Island,,Aldous Huxley,Fiction,1962,3.85,354,17583
9780684856476.00,,English,Scribner / Simon & Schuster,1.91,The Rum Diary,A Novel,Hunter S. Thompson,Fiction,1999,3.82,224,43921
9780486287591.00,,English,Dover Publications,3.61,A Modest Proposal and Other Satirical Works,,Jonathan Swift,Literary Collections,1996,4.05,64,13312
9780226020457.00,Bosnian Trilogy #1,English,University of Chicago Press,3.82,The Bridge on the Drina,,Ivo Andríc,Fiction,1977,4.33,314,8401
9780141186351.00,,English,Penguin,8.89,Giovanni's Room,,James Baldwin,Fiction,2001,4.23,159,35090
9780060574215.00,,English,Harper Paperbacks,3.83,"Men Are from Mars, Women Are from Venus",The Classic Guide to Understanding the Opposite Sex,John Gray,Family & Relationships,2004,3.54,368,126108
9780140449235.00,,English,Penguin Classics,3.42,Beyond Good and Evil,,Friedrich Nietzsche,Philosophy,2003,4.02,240,43587
9781400032815.00,,English,Anchor,3.35,Diary,A Novel,Chuck Palahniuk,Fiction,2004,3.61,262,63149
9780751503890.00,Cole Family Trilogy #1,English,"Little, Brown Book Group",3.92,The Physician,,Noah Gordon,Fiction,2001,4.37,720,22137
9780684826806.00,Auschwitz Trilogy #1,English,Simon Schuster,5.3,Survival In Auschwitz,,Primo Levi,Biography & Autobiography,1996,4.31,187,27701
9780300093056.00,,English,Yale University Press,3.16,Long Day's Journey Into Night,,Eugene O'Neill,Drama,2002,4.07,179,31450
9780812971064.00,,English,Random House Trade Paperbacks,3.28,Reading Lolita in Tehran,A Memoir in Books,Azar Nafisi,Biography & Autobiography,2004,3.6,356,102707
9780385732536.00,The Giver #3,English,Ember,3.32,Messenger,,Lois Lowry,Juvenile Fiction,2004,3.91,169,89571
9780099448471.00,,English,Vintage,3.09,Sputnik Sweetheart,,Haruki Murakami,Businesswomen,2002,3.82,229,73452
9780743289412.00,,English,Scribner,7.29,Lisey's Story,A Novel,Stephen King,Fiction,2006,3.67,513,56882
9780670886586.00,Khalifa Brothers #1,English,Viking Children's Books,3.91,Haroun and the Sea of Stories,,Salman Rushdie,Fiction,1999,4.01,224,21536
9780061020704.00,Discworld #2,English,HarperTorch,4.9,The Light Fantastic,,Terry Pratchett,Fiction,2000,3.97,241,86465
9780140115857.00,,English,Penguin Books,0.85,Moon Palace,,Paul Auster,Fiction,1989,3.98,320,14594
9780671685638.00,,English,"Pocket Books / Simon & Schuster, Inc.",7.58,Ghost Story,,Peter Straub,Fiction,1989,3.95,567,59658
9780385333870.00,,English,Dial Press,5.65,Galapagos: A Novel,,Kurt Vonnegut,Fiction,1999,3.87,324,53777
9780553582918.00,,English,Bantam,1.91,Intensity,,Dean Ray Koontz,Fiction,2000,4.04,436,62698
9780312861872.00,Ender's Saga #3,English,Tor Books,3.73,Xenocide,Volume Three of the Ender Quintet,Orson Scott Card,Fiction,1996,3.79,592,115661
9780805063899.00,,English,Owl Books (Henry Holt),0.85,Nickel and Dimed,On (Not) Getting By in America,Barbara Ehrenreich,Business & Economics,2002,3.62,240,163279
9780141439624.00,,English,Penguin Classics,0.96,The Mill on the Floss,,George Eliot,Fiction,2003,3.79,579,40763
9780375757181.00,,English,Modern Library,5.74,The Return of the Native,,Thomas Hardy,Fiction,1994,3.85,448,28843
9780385339605.00,,English,Delta,3.3,The Rainmaker,,John Grisham,Fiction,2005,3.93,419,146553
9780394757681.00,Philip Marlowe #6,English,Vintage Crime/Black Lizard,3.92,The Long Goodbye,,Raymond Chandler,Fiction,1992,4.22,379,25244
9780671742515.00,Dirk Gently #2,English,Pocket Books,4.34,Long Dark Tea-Time of the Soul,,Douglas Adams,Fiction,1990,4.06,307,65988
9780812513752.00,The Wheel of Time #6,English,Tor Books,9.08,Lord of Chaos,Book Six of 'The Wheel of Time',Robert Jordan,Fiction,1995,4.12,1011,102983
9780061122095.00,On the Seventh Day #1,English,HarperOne,3.53,By the River Piedra I Sat Down and Wept,A Novel of Forgiveness,Paulo Coelho,Fiction,2006,3.57,208,68403
9780553383683.00,,English,Bantam,3.85,Gates Of Fire,An Epic Novel of the Battle of Thermopylae,Steven Pressfield,Fiction,2005,4.41,392,20649
9780671024239.00,,English,Simon & Schuster Inc,1.59,Bag of Bones,,Stephen King,Fiction,1999,3.89,736,147964
9781416903437.00,The Immortals #1,English,Simon Pulse,5.26,Wild Magic,,Tamora Pierce,Juvenile Fiction,2005,4.33,362,58923
9780552998765.00,Tales of the City #1,English,Black Swan,1.79,Tales of the City,,Armistead Maupin,City and town life,2000,4.04,272,27034
9780679781486.00,,English,Vintage Contemporaries,5.3,The Rules of Attraction,,Bret Easton Ellis,Fiction,1998,3.7,283,32277
9781930900240.00,,English,Purple House Press,5.99,The Brothers Lionheart,,Astrid Lindgren;Ilon Wikland;Jill Morgan,Juvenile Fiction,2004,4.36,231,19745
9780099297703.00,Hannibal Lecter #3,English,Arrow,2.89,Hannibal,,Thomas Harris,Dangerously mentally ill,2000,3.75,564,67365
9781551111728.00,,English,Broadview Press Inc,3.97,Lord Jim,,Joseph Conrad,Fiction,2000,3.62,455,21233
9780141318301.00,,English,Puffin Books,3.12,The Twits,,Roald Dahl;Simon Callow,,2004,3.95,96,93010
9781416509875.00,Immortals After Dark #1,English,Pocket Star,3.05,A Hunger Like No Other,,Kresley Cole,Fiction,2006,4.2,356,54596
9780006178736.00,,English,HarperCollins Publishers,2.76,Rage of angels,,Sidney Sheldon,Fiction,1993,3.93,512,29532
9780385495226.00,,English,Anchor Books,5.03,The Hot Zone,,Richard Preston,Health & Fitness,1994,4.11,352,80870
9780743272490.00,The Plantagenet and Tudor Novels #6,English,Washington Square Press,1.71,The Constant Princess,,Philippa Gregory,Fiction,2006,3.89,390,133277
9780440234746.00,,English,Island,3.05,The Testament,,John Grisham,Fiction,2000,3.85,535,85975
9780575066892.00,Discworld #16,English,Gollancz,0,Soul Music,,Terry Pratchett,Discworld (Imaginary place),1999,4.04,424,49067
9780099471370.00,Ramses the Damned #1,English,Arrow,3.4,The Mummy,,Anne Rice,Egyptologists,2004,3.83,480,36906
9780312199432.00,One Thousand White Women #1,English,St. Martin's Griffin,3.64,One Thousand White Women,The Journals of May Dodd,Jim Fergus,Fiction,1999,3.88,434,97955
9780375700811.00,,English,Vintage Books USA,9.17,The Executioner's Song,,Norman Mailer,Fiction,1998,4.07,1056,15185
9780060541811.00,Andromeda #1,English,Avon Books,4.52,The Andromeda Strain,,Michael Crichton,Fiction,2003,3.89,327,192637
9780060593087.00,The Baroque Cycle #1,English,HarperCollins Perennial,4.46,Quicksilver,Volume One of the Baroque Cycle,Neal Stephenson,Fiction,2004,3.93,927,29981
9780060513092.00,,English,HarperCollins Publishers,34.77,Falling Up,Poems and Drawings,Shel Silverstein,Juvenile Nonfiction,2002,4.34,178,114058
9780571144563.00,,English,Faber and Faber,3.11,Immortality,,Milan Kundera,Czech fiction,1992,4.13,400,20908
9780679723059.00,,English,Vintage Books,8.2,What We Talk about when We Talk about Love,Stories,Raymond Carver,Fiction,1989,4.18,159,34613
9780765308702.00,,English,Tor Books,5.78,What Dreams May Come,A Novel,Richard Matheson,Fiction,2004,3.95,288,8985
9780679744474.00,,English,Vintage,2.45,Written on the Body,,Jeanette Winterson,Fiction,1994,4.07,192,20182
9780192836380.00,,English,Oxford University Press,2.81,La Dame Aux Camélias,,Alexandre Dumas;David Coward,Fiction,1986,3.99,256,14702
9780836204384.00,Calvin and Hobbes,English,Andrews McMeel Publishing,7.7,The Calvin and Hobbes Tenth Anniversary Book,,Bill Watterson,Humor,1995,4.63,208,48868
9780752224411.00,Jurassic Park #2,English,"Alfred A. Knopf, Inc.",4.55,The Lost World,Jurassic Park : the Junior Novelization,Gail Herman,Children's stories,1997,3.76,448,95109
9780099448761.00,The Rat #4,English,Vintage,3.36,Dance Dance Dance,,Haruki Murakami,Crime investigation,2003,4.04,393,47494
9780425192030.00,,English,Berkley,5.16,Lightning,,Dean Ray Koontz,Fiction,2003,4.07,384,47491
